Date,PWM,Temp_1,Eggs_1,Larvae_1,Pupae_1,Adults_1,Temp_2,Eggs_2,Larvae_2,Pupae_2,Adults_2,Temp_3,Eggs_3,Larvae_3,Pupae_3,Adults_3,Temp_4,Eggs_4,Larvae_4,Pupae_4,Adults_4,Temp_5,Eggs_5,Larvae_5,Pupae_5,Adults_5
2003/3/21,0:00:00,12,23.8220833333333,49.0866813228655,95.3227740778769,8.50502921982826,9.47717971788119,20.9508333333333,54.0477110536817,89.9391167607621,9.233994782864,8.71741872625489,20.9508333333333,50.9755684316703,92.3410792567822,9.20135280868994,8.77151972971444,20.9508333333333,70.5919769257385,218.707283079274,0.543400761506234,15.9255934921471,20.9508333333333,52.3524295701956,91.3783616691898,9.3010372041174,8.6697730175189
2003/3/22,0:00:00,12,21.9504166666667,46.9496764174181,101.844066407143,7.37254387541131,10.0826668373405,22.5891666666667,50.7622506608348,97.6903738888608,8.37713225160807,9.15482224154848,22.5891666666667,47.1959982905663,100.580276563589,8.27884672381267,9.25950085524472,22.5891666666667,59.8535630172109,243.823724711207,0.140490444948957,15.4800092583317,22.5891666666667,49.0702625727412,99.1316452988558,8.58650201311583,8.94650535710824
2003/3/23,0:00:00,12,20.8075,46.0465034976254,106.855303394836,6.26500838424585,10.6255996351463,21.425,49.1427255799519,103.506712819194,7.33555415718985,9.69643071141123,21.425,45.9097170136695,106.051383116868,7.28267581784425,9.7392177101989,21.425,56.5792507692508,257.40860875571,0.0343523028223936,14.7930178449383,21.425,48.0711868144985,104.347296667971,7.82062222832891,9.22566538502628
2003/3/24,0:00:00,12,21.1104166666667,44.9805067463676,111.785156249733,5.06686950003152,11.2444873701927,20.3458333333333,48.6102364543418,107.989439188918,6.3209067799956,10.1708262012276,20.3458333333333,45.2790811493984,110.618471009285,6.18902525884866,10.3035479512941,20.3458333333333,57.2614003774286,265.507365538918,0.00838318670908926,14.0747111386653,20.3458333333333,47.6227892105033,108.77846218025,6.93584697416424,9.62045160821016
2003/3/25,0:00:00,12,21.6320833333333,43.4261148630932,117.008309722373,3.81576493838415,11.8759328393808,21.53625,47.6415540435217,112.717029667958,5.05978944868002,10.8896098037826,21.53625,43.7063348264073,115.913959341481,4.63571597576861,11.312384638763,21.53625,62.3191368431362,272.530794432678,0.00170561033483468,13.3765013793334,21.53625,46.0716320303031,114.104413577812,5.50585449823672,10.5594744002716
2003/3/26,0:00:00,12,21.9358333333333,41.6987707925496,122.337116177791,2.66768350438141,12.3625822901902,22.9758333333333,45.8319152067942,118.122076273555,3.55205079511745,11.7979495812204,22.9758333333333,41.4088977214544,121.900145239534,2.89867154742271,12.402833902344,22.9758333333333,71.2686837688036,280.063831999346,0.000276020635614032,12.7088342067446,22.9758333333333,44.1714641671203,119.489113328732,3.91393752067757,11.5510290793866
2003/3/27,0:00:00,12,20.9529166666667,40.9767655347029,126.810418049874,1.86672662268513,12.4762691857582,22.38125,44.1736804066119,123.290667314678,2.36690397886209,12.3009986999248,22.38125,38.8789406271666,127.988971362074,1.59650747938413,12.9752029972294,22.38125,73.9211968467568,287.975597183973,0.0000498793898302554,12.0735700164784,22.38125,42.4479123207438,124.717105943803,2.56816883397219,12.225509900885
2003/3/28,0:00:00,12,24.56125,39.5193301045698,132.830601812787,0.938720890229685,12.7398638387593,23.9995833333333,41.2143315801384,129.773656731085,1.29800408681331,12.6890655833987,23.9995833333333,37.6953410108054,134.932724312917,0.693507980581996,13.1488368454746,23.9995833333333,73.954192372202,297.600523180105,0.000008940207855242,11.4699243297129,23.9995833333333,39.9504722763668,130.500537062821,1.4687616549247,12.6356973858479
2003/3/29,0:00:00,12,23.77375,38.2322099027968,138.035053242366,0.444254906329814,12.5390543992107,23.0366666666667,38.8671613042882,135.896745411855,0.695674678530977,12.590750564273,23.0366666666667,35.3655138822203,141.028721579349,0.30110603700878,12.8308564579132,23.0366666666667,71.7602024445086,307.384751456328,0.00000169344498816136,10.8964338966938,23.0366666666667,38.1189890884947,135.981563756656,0.81682803195098,12.5886499952609
2003/3/30,0:00:00,12,19.37625,39.6105797110195,141.110046285439,0.290576086119818,12.0373002360028,21.0141666666667,38.22561352483,140.562314255589,0.420741421405741,12.2011490555731,21.0141666666667,35.3259738189445,145.124783841832,0.171720129736686,12.2974328716971,21.0141666666667,69.7109539730979,316.728328783364,0.00000031002421779621,10.3516133166248,21.0141666666667,38.1918047279048,139.715293855399,0.554117973190787,12.1825369810968
2003/3/31,0:00:00,12,22.1191666666667,40.2298679637864,145.240815803591,0.15438632115366,11.5643489649542,22.88625,37.1500960248015,145.970956269888,0.209635920708845,11.7871512948932,22.88625,35.1685415522898,149.767350968023,0.0822744426942337,11.7651255718227,22.88625,68.5210615445001,327.119349083828,0.0000000475577284821651,9.83403286260558,22.88625,37.1710896418782,144.927510038832,0.293065485899074,11.8218387893714
2003/4/1,0:00:00,12,23.0320833333333,40.3249139097456,150.089689731806,0.068959270323863,11.0632322886613,25.0841666666667,37.303850307407,152.497015156558,0.0724100995996943,11.3216845231432,25.0841666666667,37.2369841904876,155.434445066042,0.0251029381394921,11.2283294195732,25.0841666666667,72.972504083241,341.264327498156,0.00000012868389035025,9.34233125296634,25.0841666666667,41.3766351362238,152.45856053276,0.0870947161110195,11.4187335172077
2003/4/2,0:00:00,12,24.5175,40.4294875611537,155.740839598686,0.0233753816128416,10.5505869400533,26.38875,43.4670330928008,159.131863839198,0.0175207224732556,10.8027238253846,26.38875,50.6241979616163,161.163906393124,0.00464973025395405,10.6842367714093,26.38875,79.8827362204966,356.409718235139,0.00000972202384789216,8.87521469320878,26.38875,57.6050193467197,159.876331241526,0.0156683733492674,10.9078493977149
2003/4/3,0:00:00,12,25.54625,43.6121700919334,161.71671410782,0.00599610547207579,10.0379581468435,27.6329166666667,59.262153187657,165.432956616251,0.00281817988560627,10.2747067470853,27.6329166666667,72.6142986785249,167.080946221185,0.0005656908187033,10.1532858320081,27.6329166666667,93.2636942542796,370.018283792452,0.00042714912931002,8.43145395874046,27.6329166666667,82.1582273927501,166.438141077258,0.00184314717603025,10.373434922549
2003/4/4,0:00:00,12,21.3333333333333,45.2518713719509,165.334525096555,0.00263786170734585,9.53868301966592,23.2670833333333,60.1524954772422,169.456451915102,0.000873214352616496,9.76243639704664,23.2670833333333,73.4832424320488,171.344671350857,0.000163555619229447,9.64591381989727,23.2670833333333,106.300483124659,381.311657803599,0.00904042043257879,8.00988126081397,23.2670833333333,82.9132053213936,171.023260317393,0.000460667934194425,9.85577521968065
2003/4/5,0:00:00,12,20.8404166666667,47.2091927900264,168.488303801209,0.00128929546987071,9.06293508251808,21.9845833333333,61.803978175832,172.956600221,0.000345103353673226,9.27475975719444,21.9845833333333,75.3174495829451,174.721342778375,0.0000706774418848384,9.16369501291196,21.9845833333333,103.869468237889,389.873142894311,0.0583985545339604,7.60938719788109,21.9845833333333,84.2788702500711,174.791009249579,0.000173450125939881,9.36322116054554
2003/4/6,0:00:00,12,17.7678260869565,49.970486158755,170.691189538916,0.000830596646960253,8.61017251437356,20.3534782608696,63.8609907941178,175.933143213359,0.000167868859727687,8.81117271623209,20.3534782608696,77.8320751549018,177.247537602969,0.0000404446039749222,8.70553584316498,20.3534782608696,99.6150807567891,400.801699037132,0.275991074327339,7.22891784242311,20.3534782608696,87.0891027493424,177.017073658297,0.000108758081666992,8.89511102357946
2003/4/7,0:00:00,12,19.8916666666667,51.8696905427118,173.594692681993,0.000455967207785288,8.18001568437203,19.3770833333333,66.0968833669416,178.587863101704,0.0000917016704236802,8.37068090550458,19.3770833333333,80.3315593426595,179.612596687396,0.0000245217481739253,8.27027337764086,19.3770833333333,91.9852878050134,414.800978232945,1.01133265913084,6.86747207195973,19.3770833333333,89.892543628581,179.135156313452,0.0000732600475923155,8.45038783103339
2003/4/8,0:00:00,12,26.5725,57.8868026170261,180.378958934725,0.0000799058377796419,7.77135979237676,24.0325,65.7513338223068,183.54400054567,0.0000255686905130055,7.95220791470841,24.0325,80.1384306485866,184.286528216354,0.00000782528437574948,7.85677534058501,24.0325,84.9412248991169,432.103129668351,3.30520677108429,6.52410189613773,24.0325,90.2645334109787,183.519254169076,0.0000309351812872397,8.02790868371249
2003/4/9,0:00:00,12,26.30875,61.7031110600221,187.503181300552,0.0000119548771049152,7.38284521894232,25.8958333333333,67.0277830576229,191.502821407459,0.00000424912551982062,7.55461538029802,25.8958333333333,79.6219678478524,192.508335933288,0.00000137696031609938,7.46394206952969,25.8958333333333,79.4988107310082,450.898509095264,8.81522110408619,6.19798332921426,25.8958333333333,86.6772998996622,192.182959738071,0.00000735650953860215,7.62653409212098
2003/4/10,0:00:00,12,24.1395833333333,59.961485766776,193.530225302737,0.00000268850562508638,7.01371012306568,24.9875,62.3029931979632,202.113360808137,0.000000779183450413823,7.1768873386247,24.9875,76.8372110573674,206.615490726055,0.000000171815866413155,7.09074592610629,24.9875,79.9052478454458,465.157548749931,18.2343482092419,5.88992254837544,24.9875,84.0169760459306,208.848670247443,0.000000892553270821542,7.24521272232451
2003/4/11,0:00:00,12,22.4379166666667,58.3762801945431,199.225812909767,0.000000846018638564401,6.66302611040806,23.8479166666667,54.7957330054435,213.567932330607,0.000000178961643658443,6.81804345063624,23.8479166666667,66.0541671281119,221.454118192583,0.0000000390114602622274,6.73620873319974,23.8479166666667,80.599651822224,468.30209047643,27.3995923600798,5.60974642956025,23.8479166666667,73.0748079722754,228.989188734449,0.000000116736447483136,6.88295267606432
2003/4/12,0:00:00,12,24.1191666666667,54.5122470990455,207.019930636116,0.000000195321754757516,6.3298753646823,24.97,48.2005893871375,225.544931178256,0.0000000389405652438232,6.477141399811,24.97,55.7699587066992,236.771496759055,0.000000110236530859034,6.39939832015148,24.97,84.9289302989956,469.222265746593,35.7120204059194,5.415159301578,24.97,62.7617298046263,246.665010203158,0.0000000206892665938333,6.53880512008625
2003/4/13,0:00:00,12,24.33,49.973769753307,215.559346732677,0.0000000445830507561928,6.01338172354083,26.27625,46.5074386780559,236.545878646846,0.000000287165244850614,6.15328435224129,26.27625,51.1197207916004,250.641839476745,0.00000309790611911569,6.07942840848929,26.27625,80.5759773481358,471.831408927004,41.6986224461029,5.36973589725235,26.27625,63.223311946825,262.017993753381,0.000000300434267648303,6.21186487580527
2003/4/14,0:00:00,12,25.56,46.8287680602587,225.018683858404,0.000000144256631693467,5.71271266525509,28.2358333333333,55.2482990162987,246.419839282596,0.0000120787720561234,5.84562013734638,28.2358333333333,59.4515197855485,262.052676565183,0.000102217463379502,5.77545698856779,28.2358333333333,74.11112850898,475.90193899628,48.5100946273554,5.69622397197433,28.2358333333333,74.0280207585194,273.63398674769,0.0000162529009371648,5.9012716329146
2003/4/15,0:00:00,12,24.0479166666667,41.6817270622271,233.585405442705,0.00000181276425448898,5.42707703566169,27.7495833333333,61.5921479362488,255.460122174031,0.000290572156364363,5.55333913063373,27.7495833333333,65.6578206865445,271.725103306894,0.00188690062401207,5.48668413916558,27.7495833333333,64.7680045596869,479.8436904647,56.7644435743761,6.60149825438723,27.7495833333333,81.7887622109655,284.617540904646,0.000453119149727257,5.60620805130658
2003/4/16,0:00:00,12,21.5725,38.6578759390025,239.966936238665,0.00000779963608994942,5.15572318449521,23.82625,58.8375082051962,261.423341428004,0.00178720635235541,5.2756721741119,23.82625,61.6146789750753,279.049936150038,0.010041542758948,5.21234993224363,23.82625,54.1039781131878,482.674833426867,65.4174677424655,7.99613451440906,23.82625,76.5569804730423,293.89113329791,0.00344387335922642,5.3258976487468
2003/4/17,0:00:00,12,20.68,36.7996173584396,245.049652122158,0.0000220323271029506,4.89793702546446,21.9841666666667,58.0520168257773,265.489145406928,0.0053290093200754,5.01188856542461,21.9841666666667,59.4110581242323,284.484129646084,0.0319537999229875,4.95173243605511,21.9841666666667,44.0865745373127,482.093593944916,75.8424705443727,10.1592800029064,21.9841666666667,73.1354314694907,300.612571701704,0.0121929385224703,5.05960276636542
2003/4/18,0:00:00,12,23.1366666666667,34.0204410842963,250.801199674485,0.000111768230170761,4.65304017428876,23.9779166666667,56.3022635901924,270.259844122468,0.0212694003114504,4.76129413747825,23.9779166666667,57.5763234844854,290.273452165522,0.127384958629781,4.70414582301772,23.9779166666667,36.1501857998168,473.755924514015,92.5280066333197,14.2661780846569,23.9779166666667,69.4316789081332,309.067871030601,0.0600346862810558,4.80662262964705
2003/4/19,0:00:00,12,23.4058333333333,31.8423018645948,255.717734249663,0.000566944881916783,4.42038816559974,24.1279166666667,53.5832059811582,275.937912835817,0.0776819665985732,4.52322943543618,24.1279166666667,54.3819395341163,296.044012793954,0.363501840137969,4.46893862201767,24.1279166666667,29.7289388507412,459.915031468712,110.734473896344,18.9107181218409,24.1279166666667,63.039848897456,318.40442234139,0.204887544694786,4.56629151949212
2003/4/20,0:00:00,12,20.1220833333333,31.8085489624779,258.606556674156,0.00120538132012805,4.19936875733021,22.1583333333333,50.4900729142022,281.843220358887,0.173806731649226,4.29706799321756,22.1583333333333,51.4752177401354,301.565248732702,0.629504575347156,4.24549204320767,22.1583333333333,26.568758385211,450.62759036032,121.168265208541,21.6353487962972,22.1583333333333,58.7083854060332,325.535007720256,0.336014471849427,4.33797701163012
2003/4/21,0:00:00,12,20.02875,32.0005377089478,261.15593927226,0.00224279953393409,3.98940031949773,21.25375,46.7430198059706,288.249696033827,0.307297554532979,4.0822147224305,21.25375,47.2291856858034,308.184357865258,1.02265980694955,4.03321892882704,21.25375,25.1642200907669,442.753337451134,129.109014731713,23.9726288642204,21.25375,52.8010315172323,334.020198031696,0.572170032778553,4.12107850320004
2003/4/22,0:00:00,12,20.4883333333333,31.9425429490896,263.845421359924,0.00436014362747506,3.78993030369518,22.9758333333333,40.4867393882655,296.8511896117,0.64418926015217,3.87810487925526,22.9758333333333,39.7338705178555,317.127705477253,2.01111217242952,3.83156808826501,22.9758333333333,23.7357292259979,428.388545466868,142.333362487972,27.804269973777,22.9758333333333,42.8708627004851,346.094681796282,1.38379566885554,3.91502806135547
2003/4/23,0:00:00,12,21.41625,31.3407552945096,266.970992692718,0.00969380929669943,3.60043378956606,23.0866666666667,33.8950170934836,305.303804750821,1.28854041117952,3.68420458075872,23.0866666666667,33.3768185786089,324.617273699336,3.42964469865381,3.64003230389943,23.0866666666667,24.2041829358838,410.575724643673,157.610302862072,32.4831053040445,23.0866666666667,34.4659802210999,357.014988872274,3.41399134679752,3.71931112338674
2003/4/24,0:00:00,12,25.2545833333333,29.950368100224,271.9706060767,0.0438976998991103,3.42041211780564,24.38375,28.0115513175681,312.382556370788,2.73668577645744,3.50002742529951,24.38375,28.4977388221903,330.208863095005,6.8713310839218,3.45836545915399,24.38375,27.1891615636575,393.333017977741,171.050829854998,37.7812090618518,24.38375,30.7310345389036,362.150632133874,7.37473351051793,3.53363210642904
2003/4/25,0:00:00,12,25.7875,28.9981596382219,277.219677386394,0.190540305752125,3.24939173314799,24.7383333333333,24.7435824179554,315.872712528777,5.38930019172123,3.3252144533369,24.7383333333333,26.6263905006404,330.920003437683,12.2868742050074,3.28735219609444,24.7383333333333,34.0517917758186,378.056607150236,181.058801862582,44.7125472239501,24.7383333333333,30.7121474092181,361.995293039214,13.7074313382486,3.35897268407
2003/4/26,0:00:00,12,22.2120833333333,27.7662108111249,280.462380601997,0.397649017156178,3.0869229383779,24.0620833333333,22.868393959509,316.426977217468,8.93004178840652,3.15970952961222,24.0620833333333,25.2009962940137,329.028526806918,18.5843727913371,3.13047232335098,24.0620833333333,44.1843411233326,365.913125710142,185.452969373029,54.1598903416756,24.0620833333333,31.8644340730218,359.098633955533,22.0349447225399,3.20238752102075
2003/4/27,0:00:00,12,20.9016666666667,27.2024014365706,282.90293779622,0.626803590724687,2.93257893092063,23.2916666666667,21.571425690074,315.842213454839,12.8171850450573,3.00400479803381,23.2916666666667,23.8137833577331,326.182399508226,25.416582294876,2.99824997641117,23.2916666666667,48.5078308498065,361.682267164146,183.738499917202,59.0571515477036,23.2916666666667,33.7204989805173,354.471098986554,31.5716500017424,3.09146456092856
2003/4/28,0:00:00,12,22.89625,25.8570192906797,285.696383353996,1.17832801260146,2.78595992639833,24.4558333333333,20.1780144043288,313.947704719577,18.3326288107472,2.86214809743354,24.4558333333333,23.4152920758076,321.933161795844,33.6006232886459,2.9281054788215,24.4558333333333,54.1118480649131,358.666697239708,180.334830667053,64.3755106106586,24.4558333333333,34.6012031949437,348.829387298312,41.3256668882982,3.09056278264988
2003/4/29,0:00:00,12,24.4083333333333,23.7798916699752,288.495531601594,2.49650783190657,2.64671215366746,26.5658333333333,21.1951818566489,309.828131688566,26.6174141029638,2.7563145874459,26.5658333333333,26.8244953720442,315.134580457281,44.4078127740441,3.07662739203061,26.5658333333333,60.3654655528112,354.637184967425,175.070104256087,72.8258281225139,26.5658333333333,39.7847805500778,340.855589890979,54.4076627564656,3.57568285207481
2003/4/30,0:00:00,12,25.0179166666667,22.0343505971691,290.115821997406,5.05486903447472,2.51460786290812,26.8725,22.9791336383924,304.184356642389,35.9771960729574,2.7482074568051,26.8725,28.7291112629282,306.984814148567,56.1847346304474,3.6801066885977,26.8725,66.7356341973109,350.542994482974,167.34687289405,83.9103226592218,26.8725,39.4073932338705,332.558663817461,67.1967711056472,4.77049625372755
2003/5/1,0:00:00,12,19.5841666666667,21.643800243292,291.010955966714,6.2618044893917,2.38914311263437,20.4875,22.8708051004892,302.517058639208,39.3830061837648,2.72014505444478,20.4875,27.676729461382,303.287517153311,61.8873500969184,4.18404461041974,20.4875,75.230907186237,349.621094044145,160.33648359206,89.6849076100172,20.4875,37.3556909910551,329.548068744166,72.6700172509973,5.6478457267339
2003/5/2,0:00:00,12,20.0745833333333,21.2958525674811,291.747006713971,7.49855161491606,2.27024191228375,21.1091666666667,22.7758376495007,300.845381275117,42.6281583632425,2.77108054030141,21.1091666666667,26.5028736144505,298.624158788902,68.1152724990447,5.16559027591993,21.1091666666667,86.0172818264684,350.252453767684,154.319306485536,92.9366567400853,21.1091666666667,34.352239171594,325.095898167599,79.4648722436241,7.42866944413403
2003/5/3,0:00:00,12,20.7908333333333,20.6437625264767,292.235977535835,9.2037776066994,2.15801094030338,23.4733333333333,21.9687109386852,296.775325551417,48.5186276112742,3.08428009838458,23.4733333333333,25.1306351232329,291.249300418145,76.2735307963296,7.12728630095648,23.4733333333333,97.2173494097559,351.415738948723,147.719653291955,97.2695104695392,23.4733333333333,30.9513567620282,318.330008021661,88.0122258005429,10.8191600215479
2003/5/4,0:00:00,12,25.28,19.0877585194267,290.777002109344,14.4187841078502,2.05748677393928,27.1925,24.0309744169503,287.512858266283,59.5274822328249,4.36566300360737,27.1925,26.4629516465784,280.074439336667,86.5666816571524,11.7322671844873,27.1925,106.627683671225,352.701813139956,138.483449445009,107.080563069935,27.1925,28.8481526771882,310.217151827425,96.0534643616429,16.6549621602165
2003/5/5,0:00:00,12,23.0154166666667,17.5582545175849,289.171350874773,18.9227934559114,1.97000906689131,24.9054166666667,23.047202137318,279.023078260234,68.7723325220106,6.08751738453357,24.9054166666667,24.2647585319318,272.449005843434,92.9850101469209,16.713205690666,24.9054166666667,116.198892707755,350.760184603513,129.145883077746,107.32477895035,24.9054166666667,24.7638653596282,305.462463895918,100.206265179611,22.1232749438479
2003/5/6,0:00:00,12,22.685,16.5229366936236,287.186666287873,23.2329650948299,1.90346915535817,22.7808333333333,21.6235433839189,273.764236064497,74.6032250134245,7.79436959763265,22.7808333333333,21.0211185823754,269.004999831308,95.6529402166113,20.7931796653087,22.7808333333333,129.00152499724,349.426741253115,121.152233833042,106.472665726986,22.7808333333333,20.6290409611178,303.450725239904,101.686494363211,26.8606672730823
2003/5/7,0:00:00,12,21.4466666666667,15.9977408374782,285.554425721197,26.5959190058596,1.85726263560973,22.8029166666667,19.6737970136698,269.219389331368,79.6671556122934,9.96070530889012,22.8029166666667,18.1307095414156,266.223692207719,96.9581452036574,25.2749899598117,22.8029166666667,144.458686004203,348.775384635427,114.388293784784,104.829848127303,22.8029166666667,17.5978777212838,301.081325046789,101.993517280167,32.3878776653618
2003/5/8,0:00:00,12,25.71,15.4584420475835,280.54238134181,34.1351753265562,1.9561369422028,27.46375,18.9540564017268,259.554241880599,88.417659836133,15.5902617304312,27.46375,20.9612425495276,260.269227257885,97.2629175100086,34.2167558868947,27.46375,156.364858209203,345.939771403524,106.240116133563,105.295464630405,27.46375,23.6303973561795,295.562131861318,100.285710868731,42.4232825004133
2003/5/9,0:00:00,12,23.3145833333333,14.158864327921,276.878444941203,39.8605792283401,2.14244462866173,24.8725,17.2194693938813,251.817325048248,93.4984119551881,20.2824218352147,24.8725,23.1360844158838,254.632255868587,95.6742439201009,41.9329871738025,24.8725,170.280497025663,343.556305311959,99.4674354252251,104.890972546232,24.8725,29.1961504622555,290.008976840508,96.8932782585663,51.366790356488
2003/5/10,0:00:00,12,21.7766666666667,13.3479057823364,274.399034300535,43.8595527906164,2.39527336023048,23.325,16.2828672255422,246.59030591616,95.9150862243057,24.0865261176444,23.325,24.3186164385714,251.163626736387,93.047982867306,48.0980516850811,23.325,186.18816525127,342.962648952118,94.4169966186862,103.205133562466,23.325,33.483213603275,285.750979183551,93.0524076742578,58.9640704735846
2003/5/11,0:00:00,12,19.4245833333333,13.0815939590479,273.292167096314,45.9152791516537,2.60277840486195,21.31625,16.3630842565508,244.057117873905,96.4039639889682,26.5679316578823,21.31625,26.8467139518791,249.605971826123,90.0998377957791,51.950453835598,21.31625,203.947394658389,343.997394855101,90.7508075218256,100.265949062815,21.31625,36.9800900659541,282.662075380394,89.612745648665,64.1287064780512
2003/5/12,0:00:00,12,21.1454166666667,12.6332158154496,271.090386907289,48.9925491049459,3.04410739701742,23.6920833333333,16.3214186478283,239.78971135977,97.3883980596212,30.8899950714093,23.6920833333333,32.1453904950226,246.391159083722,86.1450477929733,58.9448412788751,23.6920833333333,220.407093602119,345.30799616958,87.4281252540464,97.5860664625722,23.6920833333333,46.8660907292876,277.051708233942,86.1857778049929,72.0852384887712
2003/5/13,0:00:00,12,23.2479166666667,11.8010267354992,266.337601175544,54.4089333560024,3.98366975992547,25.9091666666667,20.3442922446066,233.402368703618,97.8874325615048,37.6708509477366,25.9091666666667,57.4831554086061,240.956719970336,80.5068865205599,69.5060364959602,25.9091666666667,232.976399004349,354.068281319279,84.525506214193,100.061179389809,25.9091666666667,83.5670998872929,268.08558166554,83.6711749262343,83.067701384755
2003/5/14,0:00:00,12,25.18,11.2105461206839,258.199453146881,62.5133503031593,5.84065205593614,26.8391666666667,32.595696888478,226.744529276804,96.2774416235491,46.262330068606,26.8391666666667,105.574653347417,235.597508669117,75.1042347466107,81.0124038936604,26.8391666666667,241.708075796119,355.761910162115,82.6143373362811,98.1736837292708,26.8391666666667,145.822333704932,259.521684655166,84.4948983877217,94.0693964773265
2003/5/15,0:00:00,12,23.1983333333333,10.6024408237197,251.658378394808,68.3804666695758,7.65509105626276,25.55125,40.3644684617232,221.958669903709,93.2132754275612,53.8664410481837,25.55125,134.188503892612,230.739805700185,73.4922695452134,88.3943642429999,25.55125,249.008211478532,367.928828167289,81.5318508003758,99.8803651363826,25.55125,186.950588821215,252.228610819614,89.1502432073331,100.577402496392
2003/5/16,0:00:00,12,22.7654166666667,10.2442114479813,245.747832293398,73.1651310704106,9.71275801062322,24.5616666666667,45.9365617757338,218.083711609159,89.647332364181,60.4046280293743,24.5616666666667,154.652131048394,225.240896634796,74.8003977153595,93.3139558529344,24.5616666666667,251.21728650858,383.716459008594,81.4262648168666,101.587623366374,24.5616666666667,211.884167552626,241.361503076625,94.6477804618986,98.9887290822389
